"transition","site","Longitude","Latitude","long.scaled","long.center","season","tas"
"1906-1907","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"gs",15.2875
"1906-1907","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"ds",28
"1906-1907","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"gs",17.7375
"1906-1907","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"ds",23.6125
"1906-1907","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"gs",11.725
"1906-1907","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"ds",23.1875
"1906-1907","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"gs",7.9125
"1906-1907","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"ds",25.6
"1906-1907","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"gs",15.64375
"1906-1907","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"ds",23.65
"1906-1907","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"gs",9.05
"1906-1907","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"ds",27.1625
"1906-1907","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"gs",17.0625
"1906-1907","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"ds",25.925
"1906-1907","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"gs",13.3
"1906-1907","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"ds",26.0875
"1906-1907","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"gs",13.86875
"1906-1907","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"ds",23.6
"1906-1907","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"gs",9.0625
"1907-1908","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"ds",23.6125
"1907-1908","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"gs",9.65
"1907-1908","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"ds",25.475
"1907-1908","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"gs",11.2125
"1907-1908","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"ds",27.3
"1907-1908","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"gs",17.26875
"1907-1908","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"ds",27.55
"1907-1908","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"gs",15.6125
"1907-1908","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"ds",28.2375
"1907-1908","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"gs",15.24375
"1907-1908","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"ds",28.2
"1907-1908","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"gs",17.1875
"1907-1908","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"ds",24.875
"1907-1908","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"gs",11.50625
"1907-1908","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"ds",24.4
"1907-1908","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"gs",8.89375
"1907-1908","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"ds",27.075
"1907-1908","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"gs",14.8875
"1907-1908","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"ds",24.4875
"1907-1908","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"gs",9.6375
"1907-1908","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"ds",27.4
"1907-1908","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"gs",16.63125
"1907-1908","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"ds",27.5875
"1907-1908","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"gs",13.45
"1907-1908","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"ds",27.7875
"1907-1908","wf",-98.514125,33.913161,-0.0333431408253389,-0.0757616428571453,"gs",13.95
"1907-1908","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"ds",24.8625
"1907-1908","woodward",-99.3978,36.4331,-0.422253661474805,-0.959436642857142,"gs",9.75
"1908-1909","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"ds",23.175
"1908-1909","buffalolake",-101.8453,35.1992,-1.49941268406746,-3.40693664285713,"gs",9.10625
"1908-1909","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"ds",24.4875
"1908-1909","elreno",-97.9575,35.5303,0.211630767632538,0.480863357142866,"gs",10.6875
"1908-1909","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"ds",26.8625
"1908-1909","Katy",-95.920129,29.920887,1.10828962565854,2.51823435714286,"gs",17.30625
"1908-1909","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"ds",26.4875
"1908-1909","llano",-99.7714,30.4897,-0.586677200122656,-1.33303664285714,"gs",16.15625
"1908-1909","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"ds",27.4125
"1908-1909","llela",-96.9644,33.0692,0.648699868893731,1.47396335714286,"gs",15.175
"1908-1909","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"ds",27.5875
"1908-1909","lostP",-97.469,30.179,0.426622466319573,0.969363357142868,"gs",17.4375
"1908-1909","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"ds",23.9375
"1908-1909","lubbock",-101.8833,33.5667,-1.51613670566441,-3.44493664285714,"gs",11.3875
"1908-1909","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"ds",23.4875
"1908-1909","ninnescah",-97.672833,37.538006,0.33691437436773,0.765530357142865,"gs",7.8375
"1908-1909","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"ds",25.7625
"1908-1909","ozona",-101.2,30.71,-1.21541239100146,-2.76163664285714,"gs",15.4125
"1908-1909","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"ds",23.975
"1908-1909","psu",-94.6997,37.4103,1.64540754548846,3.73866335714285,"gs",9.1
"1908-1909","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"ds",26.875
"1908-1909","shsu",-95.551,30.7233,1.27074545113376,2.88736335714286,"gs",16.56875
"1908-1909","vernon",-99.2906,34.1511,-0.375074316338159,-0.852236642857136,"ds",26.2625
